member_name	member_code	party	made_motion	vote	vote_num	purpose	purpose_notes	outcome	congress	committee	committee_code	report_num	report_part	res_type	res_num	res_title	notes
Matsui, Doris O.	20538	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Christensen, Donna Marie Christian	70501	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Castor, Kathy	20708	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Sarbanes, John P.	20724	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Murphy, Christopher S.	20707	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Space, Zachary T.	20741	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
McNerney, Jerry	20702	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Sutton, Betty	20740	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Braley, Bruce L.	20719	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Welch, Peter	20750	100	0	0	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Barton, Joe L.	15085	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Hall, Ralph M.	94828	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Upton, Frederick S.	15446	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Stearns, Clifford B.	15627	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Deal, Nathan	99342	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Whitfield, Edward	29525	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Shimkus, John M.	29718	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Shadegg, John	29501	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Blunt, Roy	29735	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Buyer, Stephen E.	29350	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Radanovich, George P.	29505	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Pitts, Joseph R.	29752	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Bono, Mary	29775	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Walden, Greg	29932	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Terry, Lee	29921	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Rogers, Mike	20120	200	1	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Myrick, Sue	29549	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Sullivan, John	20131	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Murphy, Tim	20346	200	0	1	34	Amendment	"An amendment to the substitute amendment by Mr. Rogers, No. 1C, inserting a new section 3 entitled ""International Participation"", in which the Administrator reports to Congress on greenhouse gas emissions standards in China and India."	0	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
